Ticket ID,Ticket Subject,Ticket Type,predicted_type,Ticket Priority,predicted_priority
7130,Account access,Cancellation request,Cancellation request,High,High
7131,Software bug,Product inquiry,Technical issue,High,Medium
7132,Delivery problem,Refund request,Refund request,Low,High
7133,Refund request,Product inquiry,Product inquiry,High,Medium
7134,Data loss,Cancellation request,Cancellation request,Medium,Medium
7135,Installation support,Billing inquiry,Cancellation request,Low,Low
7136,Refund request,Technical issue,Refund request,Low,Low
7137,Product recommendation,Technical issue,Cancellation request,Low,Critical
7138,Display issue,Product inquiry,Refund request,Medium,Critical
7139,Data loss,Billing inquiry,Technical issue,Low,Low
7140,Delivery problem,Billing inquiry,Billing inquiry,Low,Low
7141,Product setup,Product inquiry,Technical issue,Critical,Critical
7142,Display issue,Technical issue,Billing inquiry,Medium,Medium
7143,Data loss,Cancellation request,Cancellation request,Critical,Critical
7144,Cancellation request,Billing inquiry,Technical issue,Medium,Low
7145,Peripheral compatibility,Product inquiry,Cancellation request,Low,Low
7146,Cancellation request,Billing inquiry,Refund request,Critical,Medium
7147,Cancellation request,Cancellation request,Technical issue,High,High
7148,Delivery problem,Technical issue,Technical issue,Medium,Medium
7149,Refund request,Billing inquiry,Billing inquiry,Low,Low
7150,Refund request,Product inquiry,Cancellation request,Medium,Medium
7151,Product setup,Cancellation request,Technical issue,High,Critical
7152,Refund request,Billing inquiry,Cancellation request,Critical,Low
7153,Network problem,Product inquiry,Cancellation request,High,High
7154,Product compatibility,Product inquiry,Product inquiry,Medium,Medium
7155,Hardware issue,Technical issue,Refund request,Low,Medium
7156,Product setup,Billing inquiry,Billing inquiry,High,Low
7157,Battery life,Product inquiry,Product inquiry,High,Critical
7158,Account access,Product inquiry,Technical issue,Medium,Medium
7159,Hardware issue,Refund request,Cancellation request,Low,Low
7160,Battery life,Cancellation request,Cancellation request,Medium,Medium
7161,Software bug,Technical issue,Technical issue,Medium,Medium
7162,Data loss,Product inquiry,Cancellation request,Low,Critical
7163,Display issue,Cancellation request,Product inquiry,Medium,Medium
7164,Product recommendation,Refund request,Technical issue,Low,Low
7165,Account access,Refund request,Refund request,High,Medium
7166,Data loss,Technical issue,Billing inquiry,Medium,Medium
7167,Software bug,Billing inquiry,Billing inquiry,Low,Low
7168,Display issue,Technical issue,Technical issue,Medium,Low
7169,Hardware issue,Technical issue,Technical issue,Critical,Critical
7170,Battery life,Cancellation request,Cancellation request,High,Medium
7171,Account access,Billing inquiry,Refund request,High,High
7172,Data loss,Technical issue,Technical issue,High,Medium
7173,Account access,Refund request,Refund request,High,Low
7174,Installation support,Cancellation request,Cancellation request,Medium,Low
7175,Account access,Product inquiry,Refund request,Low,Medium
7176,Software bug,Product inquiry,Billing inquiry,Medium,Medium
7177,Account access,Billing inquiry,Technical issue,Critical,Critical
7178,Data loss,Cancellation request,Refund request,High,High
7179,Hardware issue,Product inquiry,Product inquiry,Low,Low
7180,Battery life,Cancellation request,Cancellation request,High,High
7181,Software bug,Billing inquiry,Technical issue,Low,Critical
7182,Hardware issue,Cancellation request,Cancellation request,Critical,Critical
7183,Data loss,Cancellation request,Refund request,Medium,Medium
7184,Peripheral compatibility,Billing inquiry,Technical issue,Medium,Medium
7185,Refund request,Technical issue,Refund request,Low,Critical
7186,Data loss,Cancellation request,Cancellation request,Critical,Critical
7187,Peripheral compatibility,Product inquiry,Refund request,High,High
7188,Installation support,Technical issue,Technical issue,Medium,Low
7189,Payment issue,Technical issue,Technical issue,High,High
7190,Battery life,Technical issue,Technical issue,Critical,Low
7191,Product compatibility,Technical issue,Technical issue,Low,Low
7192,Display issue,Refund request,Refund request,Medium,Low
7193,Installation support,Refund request,Cancellation request,Medium,Low
7194,Payment issue,Technical issue,Cancellation request,High,High
7195,Peripheral compatibility,Billing inquiry,Billing inquiry,Critical,Medium
7196,Product setup,Cancellation request,Cancellation request,Low,Low
7197,Battery life,Technical issue,Product inquiry,Critical,Critical
7198,Hardware issue,Cancellation request,Cancellation request,Medium,Medium
7199,Account access,Product inquiry,Product inquiry,Critical,Critical
7200,Account access,Cancellation request,Billing inquiry,Critical,High
7201,Product compatibility,Product inquiry,Product inquiry,Medium,Critical
7202,Product compatibility,Billing inquiry,Billing inquiry,Critical,Critical
7203,Product recommendation,Technical issue,Product inquiry,Critical,Critical
7204,Network problem,Refund request,Refund request,Medium,Medium
7205,Product compatibility,Billing inquiry,Billing inquiry,Critical,Critical
7206,Product recommendation,Product inquiry,Product inquiry,Low,Low
7207,Peripheral compatibility,Cancellation request,Refund request,Critical,Critical
7208,Network problem,Billing inquiry,Billing inquiry,Medium,Medium
7209,Data loss,Refund request,Technical issue,Low,Medium
7210,Product setup,Cancellation request,Product inquiry,Critical,Low
7211,Hardware issue,Cancellation request,Cancellation request,Low,Low
7212,Network problem,Billing inquiry,Product inquiry,High,High
7213,Hardware issue,Billing inquiry,Product inquiry,Critical,Critical
7214,Refund request,Technical issue,Technical issue,High,Low
7215,Battery life,Product inquiry,Refund request,Low,Low
7216,Product recommendation,Refund request,Refund request,Low,Medium
7217,Display issue,Technical issue,Refund request,Low,Low
7218,Product recommendation,Product inquiry,Product inquiry,Low,Low
7219,Software bug,Technical issue,Technical issue,Low,High
7220,Hardware issue,Product inquiry,Cancellation request,Low,Critical
7221,Hardware issue,Refund request,Refund request,Low,Low
7222,Product compatibility,Product inquiry,Product inquiry,High,High
7223,Software bug,Billing inquiry,Cancellation request,Critical,Critical
7224,Data loss,Billing inquiry,Refund request,Low,Medium
7225,Data loss,Cancellation request,Cancellation request,Critical,Critical
7226,Cancellation request,Cancellation request,Cancellation request,Low,Low
7227,Payment issue,Product inquiry,Cancellation request,High,High
7228,Delivery problem,Cancellation request,Refund request,High,High
7229,Cancellation request,Product inquiry,Cancellation request,High,High
7230,Software bug,Product inquiry,Product inquiry,High,Low
7231,Data loss,Product inquiry,Product inquiry,Medium,Medium
7232,Account access,Refund request,Billing inquiry,High,High
7233,Account access,Product inquiry,Technical issue,Medium,Low
7234,Product compatibility,Product inquiry,Product inquiry,High,Critical
7235,Data loss,Technical issue,Technical issue,Medium,Medium
7236,Peripheral compatibility,Cancellation request,Cancellation request,Low,Medium
7237,Network problem,Product inquiry,Product inquiry,Critical,Critical
7238,Software bug,Refund request,Refund request,High,High
7239,Product compatibility,Billing inquiry,Billing inquiry,Medium,High
7240,Data loss,Product inquiry,Billing inquiry,High,Critical
7241,Payment issue,Cancellation request,Billing inquiry,Critical,Critical
7242,Battery life,Cancellation request,Product inquiry,High,High
7243,Data loss,Cancellation request,Technical issue,Medium,Medium
7244,Hardware issue,Cancellation request,Technical issue,Critical,Critical
7245,Delivery problem,Product inquiry,Product inquiry,Critical,Critical
7246,Product setup,Cancellation request,Technical issue,Medium,Critical
7247,Installation support,Billing inquiry,Product inquiry,Critical,Critical
7248,Product recommendation,Refund request,Technical issue,Low,Low
7249,Refund request,Refund request,Product inquiry,Medium,Critical
7250,Installation support,Billing inquiry,Billing inquiry,High,Low
7251,Account access,Billing inquiry,Billing inquiry,High,High
7252,Account access,Cancellation request,Technical issue,Critical,Medium
7253,Peripheral compatibility,Billing inquiry,Billing inquiry,High,High
7254,Refund request,Product inquiry,Product inquiry,Medium,Medium
7255,Hardware issue,Technical issue,Technical issue,Critical,Critical
7256,Software bug,Product inquiry,Product inquiry,Critical,Low
7257,Product compatibility,Billing inquiry,Product inquiry,Low,High
7258,Installation support,Cancellation request,Technical issue,Medium,Medium
7259,Refund request,Billing inquiry,Product inquiry,Critical,Critical
7260,Software bug,Cancellation request,Cancellation request,High,High
7261,Refund request,Billing inquiry,Billing inquiry,High,Critical
7262,Data loss,Billing inquiry,Product inquiry,Critical,Critical
7263,Display issue,Refund request,Cancellation request,High,High
7264,Cancellation request,Product inquiry,Cancellation request,Critical,Medium
7265,Display issue,Billing inquiry,Refund request,Low,Medium
7266,Delivery problem,Technical issue,Technical issue,Critical,Critical
7267,Account access,Product inquiry,Product inquiry,Critical,Critical
7268,Battery life,Billing inquiry,Technical issue,Medium,Medium
7269,Hardware issue,Product inquiry,Cancellation request,High,Critical
7270,Delivery problem,Refund request,Refund request,Low,Medium
7271,Display issue,Product inquiry,Billing inquiry,High,High
7272,Refund request,Product inquiry,Product inquiry,Medium,Medium
7273,Payment issue,Cancellation request,Cancellation request,High,Critical
7274,Battery life,Refund request,Refund request,Low,Low
7275,Installation support,Cancellation request,Cancellation request,Critical,Low
7276,Account access,Billing inquiry,Technical issue,Medium,High
7277,Product recommendation,Refund request,Cancellation request,Critical,Low
7278,Installation support,Cancellation request,Technical issue,Low,Low
7279,Data loss,Refund request,Refund request,Medium,Medium
7280,Payment issue,Refund request,Refund request,High,Medium
7281,Refund request,Cancellation request,Technical issue,High,Medium
7282,Product recommendation,Cancellation request,Product inquiry,Medium,Critical
7283,Software bug,Billing inquiry,Billing inquiry,High,High
7284,Cancellation request,Billing inquiry,Billing inquiry,Low,Medium
7285,Battery life,Refund request,Refund request,Medium,Medium
7286,Installation support,Cancellation request,Cancellation request,Critical,High
7287,Software bug,Product inquiry,Technical issue,Medium,Medium
7288,Refund request,Refund request,Cancellation request,Critical,Critical
7289,Battery life,Cancellation request,Cancellation request,Medium,Medium
7290,Data loss,Billing inquiry,Billing inquiry,High,Medium
7291,Software bug,Billing inquiry,Technical issue,Medium,Medium
7292,Payment issue,Refund request,Refund request,Low,High
7293,Display issue,Technical issue,Billing inquiry,Critical,Critical
7294,Payment issue,Billing inquiry,Product inquiry,Low,Low
7295,Cancellation request,Product inquiry,Product inquiry,Medium,Medium
7296,Installation support,Technical issue,Cancellation request,Critical,Medium
7297,Hardware issue,Refund request,Product inquiry,Medium,Low
7298,Delivery problem,Billing inquiry,Technical issue,High,Low
7299,Product compatibility,Cancellation request,Cancellation request,High,Medium
7300,Product setup,Refund request,Refund request,Low,Low
7301,Installation support,Product inquiry,Refund request,High,High
7302,Hardware issue,Technical issue,Cancellation request,Critical,Low
7303,Cancellation request,Billing inquiry,Cancellation request,Medium,Critical
7304,Refund request,Product inquiry,Product inquiry,High,Critical
7305,Product compatibility,Refund request,Billing inquiry,Medium,Medium
